Frame,Class,X,Y
443,Claude,121,139
443,Minotaur,260,247
443,Valentina,394,413
443,Masha,603,634
443,Chou,327,336
443,Wanwan,29,129
444,Lapu-Lapu,569,690
444,Fanny,593,418
444,Novaria,246,317
444,Valentina,394,413
444,Minotaur,259,247
444,Fredrinn,170,363
444,Claude,121,139
444,Chou,327,335
444,Masha,601,633
444,Wanwan,29,133
445,Lapu-Lapu,570,691
445,Fanny,593,418
445,Novaria,246,317
445,Valentina,395,413
445,Minotaur,259,247
445,Claude,121,139
445,Masha,601,632
445,Fredrinn,170,363
445,Chou,328,334
445,Wanwan,26,133
446,Lapu-Lapu,572,691
446,Fanny,593,418
446,Novaria,246,318
446,Minotaur,258,249
446,Fredrinn,169,362
446,Claude,121,139
446,Masha,599,632
446,Valentina,395,412
446,Chou,327,333
446,Wanwan,26,136
447,Lapu-Lapu,572,691
447,Fanny,593,418
447,Novaria,247,319
447,Masha,598,631
447,Fredrinn,168,362
447,Valentina,394,411
447,Minotaur,256,249
447,Claude,121,139
447,Wanwan,25,139
447,Chou,326,332
448,Lapu-Lapu,573,692
448,Fanny,593,418
448,Novaria,247,318
448,Minotaur,255,249
448,Masha,598,631
448,Fredrinn,167,362
448,Valentina,394,412
448,Claude,121,139
448,Chou,326,331
448,Wanwan,25,139
449,Lapu-Lapu,573,692
449,Fanny,593,418
449,Minotaur,254,250
449,Novaria,247,319
449,Fredrinn,166,361
449,Masha,597,630
449,Valentina,395,412
449,Claude,121,139
449,Chou,327,330
449,Wanwan,25,140
450,Lapu-Lapu,573,692
450,Fanny,593,418
450,Fredrinn,165,361
450,Minotaur,253,250
450,Novaria,247,320
450,Masha,596,630
450,Valentina,394,413
450,Chou,327,328
450,Claude,121,139
450,Wanwan,25,139
451,Lapu-Lapu,573,692
451,Fanny,593,418
451,Valentina,393,414
451,Novaria,247,321
451,Minotaur,252,251
451,Masha,596,629
451,Fredrinn,163,359
451,Chou,327,328
451,Claude,120,139
451,Wanwan,29,135
452,Lapu-Lapu,574,692
452,Fanny,592,418
452,Valentina,393,414
452,Fredrinn,163,359
452,Chou,327,327
452,Novaria,247,322
452,Masha,594,629
452,Minotaur,252,251
452,Claude,120,139
452,Wanwan,29,135
453,Fanny,592,418
453,Lapu-Lapu,575,692
453,Fredrinn,161,358
453,Novaria,247,323
453,Valentina,393,415
453,Chou,328,327
453,Masha,594,629
453,Minotaur,252,252
453,Claude,121,139
453,Wanwan,29,135
454,Fanny,593,418
454,Lapu-Lapu,576,693
454,Fredrinn,160,358
454,Valentina,394,414
454,Chou,329,327
454,Novaria,248,324
454,Masha,593,627
454,Minotaur,255,251
454,Claude,120,139
454,Wanwan,29,135
455,Fanny,593,418
455,Lapu-Lapu,577,693
455,Fredrinn,160,358
455,Valentina,394,414
455,Novaria,248,324
455,Chou,329,326
455,Masha,592,627
455,Minotaur,255,251
455,Claude,120,139
455,Wanwan,29,135
456,Fanny,593,418
456,Lapu-Lapu,577,693
456,Fredrinn,160,358
456,Novaria,249,324
456,Valentina,394,414
456,Masha,591,626
456,Chou,329,325
456,Claude,120,140
456,Minotaur,256,251
456,Wanwan,29,135
457,Fanny,593,418
457,Lapu-Lapu,578,693
457,Fredrinn,159,358
457,Valentina,394,413
457,Minotaur,255,253
457,Masha,592,624
457,Novaria,249,325
457,Chou,329,324
457,Claude,120,140
457,Wanwan,29,135
458,Fanny,593,418
458,Lapu-Lapu,579,693
458,Fredrinn,158,358
458,Valentina,393,412
458,Masha,591,623
458,Minotaur,256,254
458,Novaria,250,326
458,Claude,119,139
458,Chou,329,323
458,Wanwan,29,135
459,Fanny,593,418
459,Lapu-Lapu,580,693
459,Fredrinn,157,358
459,Valentina,393,412
459,Minotaur,257,253
459,Masha,591,623
459,Novaria,251,327
459,Chou,330,323
459,Claude,118,139
459,Wanwan,29,135
460,Fanny,593,417
460,Lapu-Lapu,580,693
460,Fredrinn,156,357
460,Valentina,392,412
460,Minotaur,258,253
460,Novaria,251,326
460,Masha,591,622
460,Claude,118,139
460,Chou,330,321
460,Wanwan,27,136
461,Fanny,593,417
461,Lapu-Lapu,580,692
461,Valentina,391,413
461,Fredrinn,154,356
461,Masha,590,621
461,Minotaur,258,252
461,Chou,330,320
461,Claude,116,139
461,Novaria,251,327
461,Wanwan,27,137
462,Fanny,593,418
462,Lapu-Lapu,580,692
462,Valentina,391,413
462,Fredrinn,154,356
462,Minotaur,258,251
462,Masha,589,620
462,Chou,330,319
462,Novaria,252,326
462,Claude,116,139
462,Wanwan,26,138
463,Fanny,593,417
463,Lapu-Lapu,581,692
463,Valentina,391,413
463,Fredrinn,153,355
463,Masha,589,620
463,Chou,330,319
463,Minotaur,259,251
463,Novaria,252,326
463,Claude,115,138
463,Wanwan,26,139
464,Fanny,593,417
464,Lapu-Lapu,580,691
464,Valentina,392,413
464,Fredrinn,152,355
464,Chou,330,318
464,Masha,588,619
464,Minotaur,258,250
464,Novaria,251,326
464,Claude,114,137
464,Wanwan,26,141
465,Lapu-Lapu,580,691
465,Fanny,593,417
465,Valentina,392,413
465,Fredrinn,151,354
465,Masha,588,618
465,Chou,330,317
465,Novaria,251,326
465,Minotaur,257,250
465,Wanwan,28,144
465,Claude,113,136
466,Lapu-Lapu,579,690
466,Fanny,593,417
466,Valentina,392,412
466,Fredrinn,150,354
466,Masha,588,617
466,Chou,331,316
466,Novaria,251,326
466,Minotaur,256,251
466,Wanwan,27,145
466,Claude,112,135
467,Lapu-Lapu,579,690
467,Fanny,593,417
467,Fredrinn,149,353
467,Valentina,393,412
467,Masha,587,616
467,Minotaur,256,250
467,Novaria,250,327
467,Wanwan,26,147
467,Chou,330,315
467,Claude,111,135
468,Lapu-Lapu,579,689
468,Fanny,593,417
468,Fredrinn,148,353
468,Valentina,394,411
468,Masha,587,615
468,Minotaur,257,251
468,Chou,331,313
468,Novaria,249,328
468,Claude,109,134
468,Wanwan,26,148
469,Fanny,593,418
469,Lapu-Lapu,579,689
469,Fredrinn,148,353
469,Masha,587,613
469,Valentina,394,411
469,Chou,330,312
469,Minotaur,257,252
469,Novaria,249,329
469,Claude,108,134
469,Wanwan,23,148
470,Fanny,593,417
470,Lapu-Lapu,579,689
470,Fredrinn,147,352
470,Chou,330,311
470,Valentina,393,411
470,Masha,587,612
470,Minotaur,259,250
470,Novaria,249,329
470,Claude,108,133
470,Wanwan,23,149
471,Fanny,593,417
471,Lapu-Lapu,579,688
471,Valentina,392,411
471,Chou,330,311
471,Fredrinn,147,352
471,Masha,586,611
471,Minotaur,260,250
471,Novaria,249,330
471,Claude,107,132
471,Wanwan,25,152
472,Fanny,593,417
472,Lapu-Lapu,579,688
472,Valentina,392,412
472,Chou,331,310
472,Fredrinn,146,350
472,Novaria,248,329
472,Masha,586,610
472,Minotaur,259,249
472,Claude,106,132
472,Wanwan,23,152
473,Fanny,593,417
473,Chou,331,309
473,Valentina,390,413
473,Lapu-Lapu,578,687
473,Novaria,246,329
473,Minotaur,258,249
473,Masha,586,609
473,Fredrinn,145,349
473,Claude,105,130
473,Wanwan,22,153
474,Fanny,593,418
474,Valentina,390,413
474,Chou,331,309
474,Lapu-Lapu,576,687
474,Novaria,245,329
474,Masha,586,609
474,Fredrinn,144,348
474,Minotaur,257,249
474,Claude,105,129
474,Wanwan,22,152
475,Fanny,593,418
475,Valentina,390,413
475,Chou,331,308
475,Lapu-Lapu,577,687
475,Novaria,245,329
475,Masha,586,608
475,Minotaur,257,250
475,Fredrinn,144,348
475,Claude,104,129
475,Wanwan,22,151
476,Fanny,593,418
476,Valentina,390,413
476,Lapu-Lapu,575,686
476,Novaria,243,328
476,Masha,585,607
476,Fredrinn,143,347
476,Chou,331,307
476,Minotaur,259,250
476,Claude,103,128
476,Wanwan,24,152
477,Fanny,593,418
477,Lapu-Lapu,575,685
477,Valentina,390,413
477,Novaria,243,327
477,Masha,585,607
477,Fredrinn,142,346
477,Minotaur,257,252
477,Chou,331,306
477,Claude,103,127
477,Wanwan,24,151
478,Fanny,593,418
478,Lapu-Lapu,575,685
478,Valentina,390,413
478,Novaria,242,328
478,Masha,585,606
478,Fredrinn,142,347
478,Chou,331,304
478,Minotaur,257,252
478,Claude,102,127
478,Wanwan,24,151
479,Fanny,593,418
479,Lapu-Lapu,577,683
479,Valentina,390,413
479,Novaria,241,327
479,Masha,584,604
479,Fredrinn,141,345
479,Chou,331,304
479,Minotaur,257,252
479,Claude,101,126
479,Wanwan,24,151
480,Fanny,593,418
480,Lapu-Lapu,577,682
480,Valentina,390,413
480,Masha,584,603
480,Novaria,240,327
480,Chou,331,303
480,Fredrinn,140,344
480,Minotaur,257,252
480,Claude,100,126
480,Wanwan,24,150
481,Fanny,593,417
481,Valentina,390,413
481,Lapu-Lapu,577,682
481,Novaria,240,327
481,Fredrinn,139,343
481,Masha,584,602
481,Chou,331,302
481,Minotaur,257,252
481,Wanwan,25,150
481,Claude,99,126
482,Fanny,593,417
482,Lapu-Lapu,578,681
482,Fredrinn,139,342
482,Masha,584,601
482,Valentina,390,413
482,Novaria,241,327
482,Chou,330,301
482,Minotaur,257,252
482,Wanwan,25,150
482,Claude,98,125
483,Fanny,592,416
483,Lapu-Lapu,579,682
483,Masha,584,600
483,Valentina,390,413
483,Novaria,243,328
483,Fredrinn,138,340
483,Minotaur,257,252
483,Chou,331,300
483,Claude,97,125
483,Wanwan,25,150
484,Fanny,591,416
484,Lapu-Lapu,579,682
484,Novaria,244,328
484,Valentina,390,413
484,Masha,583,600
484,Fredrinn,138,339
484,Minotaur,257,252
484,Chou,331,299
484,Wanwan,25,150
484,Claude,96,125
485,Lapu-Lapu,580,681
485,Fanny,590,415
485,Novaria,245,329
485,Valentina,390,413
485,Masha,583,599
485,Fredrinn,137,338
485,Minotaur,256,252
485,Wanwan,24,150
485,Chou,330,298
485,Claude,94,123
486,Lapu-Lapu,580,680
486,Fanny,589,414
486,Valentina,390,413
486,Novaria,245,329
486,Masha,583,598
486,Fredrinn,137,337
486,Minotaur,257,251
486,Chou,330,296
486,Wanwan,24,150
486,Claude,95,125
487,Fanny,589,414
487,Lapu-Lapu,581,680
487,Valentina,390,413
487,Novaria,245,328
487,Masha,582,597
487,Minotaur,257,251
487,Fredrinn,136,336
487,Chou,329,296
487,Wanwan,24,150
487,Claude,94,125
488,Lapu-Lapu,582,680
488,Fanny,588,413
488,Valentina,390,413
488,Novaria,245,328
488,Minotaur,257,251
488,Fredrinn,136,336
488,Masha,583,596
488,Chou,329,295
488,Wanwan,24,150
488,Claude,93,125
489,Lapu-Lapu,582,679
489,Novaria,244,327
489,Fanny,587,412
489,Valentina,390,413
489,Fredrinn,135,335
489,Minotaur,256,251
489,Masha,582,595
489,Chou,328,295
489,Wanwan,23,152
489,Claude,90,122
490,Lapu-Lapu,582,678
490,Novaria,243,326
490,Valentina,390,413
490,Fanny,588,411
490,Fredrinn,135,335
490,Minotaur,256,251
490,Masha,581,594
490,Chou,327,295
490,Claude,90,122
490,Wanwan,24,153
491,Lapu-Lapu,581,677
491,Fanny,586,411
491,Novaria,242,326
491,Valentina,390,413
491,Fredrinn,135,335
491,Minotaur,256,251
491,Masha,580,592
491,Chou,326,295
491,Claude,91,122
491,Wanwan,22,155
492,Fanny,586,410
492,Lapu-Lapu,580,676
492,Novaria,241,326
492,Valentina,390,413
492,Fredrinn,134,333
492,Minotaur,256,251
492,Masha,580,591
492,Chou,324,296
492,Claude,92,124
492,Wanwan,23,155
493,Fanny,585,410
493,Lapu-Lapu,579,676
493,Valentina,390,413
493,Novaria,240,325
493,Minotaur,256,251
493,Fredrinn,134,333
493,Masha,580,591
493,Chou,324,296
493,Claude,93,124
493,Wanwan,23,157
494,Fanny,585,410
494,Lapu-Lapu,578,676
494,Valentina,390,413
494,Novaria,239,325
494,Minotaur,256,251
494,Masha,580,590
494,Chou,323,296
494,Fredrinn,133,332
494,Claude,94,124
494,Wanwan,23,158
495,Fanny,586,410
495,Lapu-Lapu,577,676
495,Valentina,390,413
495,Novaria,238,325
495,Masha,580,588
495,Minotaur,256,251
495,Fredrinn,133,334
495,Chou,322,296
495,Claude,95,121
495,Wanwan,26,159
496,Fanny,586,410
496,Lapu-Lapu,576,676
496,Valentina,390,413
496,Masha,580,588
496,Novaria,237,325
496,Minotaur,256,251
496,Fredrinn,133,334
496,Chou,321,296
496,Claude,95,121
496,Wanwan,25,160
497,Fanny,586,410
497,Lapu-Lapu,577,676
497,Valentina,391,413
497,Novaria,236,324
497,Masha,580,587
497,Fredrinn,133,334
497,Minotaur,256,251
497,Chou,320,297
497,Claude,94,121
498,Fanny,586,410
498,Lapu-Lapu,576,677
498,Masha,580,585
498,Valentina,391,413
498,Fredrinn,133,334
498,Novaria,235,324
498,Minotaur,256,251
498,Chou,319,297
498,Claude,93,121
499,Fanny,586,410
499,Lapu-Lapu,577,678
499,Valentina,391,413
499,Masha,580,585
499,Chou,318,297
499,Fredrinn,133,334
499,Novaria,234,324
499,Minotaur,256,251
499,Claude,92,121
499,Wanwan,21,166
500,Fanny,586,410
500,Lapu-Lapu,579,678
500,Chou,318,297
500,Masha,579,584
500,Valentina,391,413
500,Fredrinn,133,334
500,Novaria,234,325
500,Minotaur,256,251
500,Claude,91,121
500,Wanwan,21,166
501,Fanny,586,410
501,Lapu-Lapu,579,679
501,Masha,579,583
501,Chou,316,297
501,Valentina,391,413
501,Fredrinn,133,334
501,Novaria,234,325
501,Minotaur,256,251
501,Claude,89,121
501,Wanwan,21,166
502,Fanny,586,410
502,Lapu-Lapu,580,679
502,Masha,578,582
502,Valentina,391,413
502,Chou,316,297
502,Novaria,234,326
502,Fredrinn,133,334
502,Minotaur,256,251
502,Claude,89,121
502,Wanwan,21,165
503,Fanny,586,410
503,Lapu-Lapu,580,679
503,Masha,578,581
503,Valentina,390,413
503,Minotaur,256,251
503,Fredrinn,133,334
503,Novaria,234,327
503,Chou,315,298
503,Claude,89,121
503,Wanwan,21,165
504,Fanny,586,410
504,Lapu-Lapu,582,679
504,Masha,577,580
504,Valentina,390,413
504,Minotaur,256,251
504,Novaria,234,328
504,Fredrinn,133,334
504,Chou,314,298
504,Claude,87,121
504,Wanwan,21,165
505,Lapu-Lapu,582,678
505,Fanny,586,410
505,Masha,577,579
505,Valentina,391,413
505,Minotaur,256,251
505,Fredrinn,133,334
505,Novaria,234,329
505,Claude,85,121
505,Chou,313,298
505,Wanwan,21,165
506,Lapu-Lapu,583,678
506,Fanny,586,410
506,Valentina,390,413
506,Minotaur,256,251
506,Claude,85,121
506,Masha,576,579
506,Fredrinn,133,334
506,Novaria,234,329
506,Chou,313,298
506,Wanwan,21,165
507,Fanny,586,410
507,Lapu-Lapu,584,678
507,Minotaur,257,252
507,Valentina,390,413
507,Claude,84,122
507,Fredrinn,132,333
507,Masha,576,579
507,Novaria,234,330
507,Chou,311,298
507,Wanwan,21,166
508,Fanny,586,411
508,Lapu-Lapu,584,677
508,Valentina,390,413
508,Minotaur,257,252
508,Claude,84,122
508,Masha,575,579
508,Fredrinn,131,333
508,Novaria,234,331
508,Chou,311,299
508,Wanwan,21,166
509,Fanny,586,411
509,Lapu-Lapu,584,677
509,Valentina,390,413
509,Minotaur,257,252
509,Claude,83,122
509,Masha,574,578
509,Fredrinn,131,333
509,Chou,311,299
509,Novaria,234,331
509,Wanwan,21,167
510,Fanny,586,411
510,Lapu-Lapu,584,676
510,Valentina,390,413
510,Minotaur,257,252
510,Masha,573,577
510,Chou,310,300
510,Fredrinn,132,332
510,Claude,81,122
510,Novaria,236,331
510,Wanwan,21,167
511,Fanny,586,411
511,Lapu-Lapu,583,676
511,Valentina,390,413
511,Minotaur,257,253
511,Chou,309,300
511,Masha,573,578
511,Novaria,235,332
511,Fredrinn,131,333
511,Claude,80,122
512,Fanny,586,411
512,Lapu-Lapu,583,675
512,Valentina,391,413
512,Minotaur,257,253
512,Masha,572,577
512,Chou,309,301
512,Novaria,235,333
512,Fredrinn,131,333
512,Claude,80,123
512,Wanwan,21,166
513,Fanny,586,411
513,Lapu-Lapu,582,675
513,Valentina,391,413
513,Minotaur,257,253
513,Masha,571,578
513,Chou,308,301
513,Novaria,235,333
513,Fredrinn,131,333
513,Claude,79,123
513,Wanwan,21,166
514,Lapu-Lapu,581,675
514,Fanny,586,411
514,Valentina,390,413
514,Minotaur,257,252
514,Novaria,236,334
514,Masha,569,578
514,Chou,308,302
514,Fredrinn,131,334
514,Claude,78,124
514,Wanwan,21,166
515,Lapu-Lapu,580,674
515,Fanny,586,411
515,Valentina,390,413
515,Masha,568,578
515,Novaria,236,335
515,Minotaur,257,253
515,Chou,307,302
515,Fredrinn,131,333
515,Claude,77,124
516,Lapu-Lapu,580,675
516,Fanny,586,411
516,Novaria,237,336
516,Valentina,390,413
516,Masha,568,578
516,Minotaur,257,253
516,Chou,306,303
516,Fredrinn,132,333
516,Claude,78,126
517,Fanny,586,411
517,Lapu-Lapu,579,674
517,Novaria,238,336
517,Valentina,390,413
517,Minotaur,257,253
517,Chou,305,304
517,Masha,567,578
517,Fredrinn,131,334
517,Claude,77,126
518,Fanny,586,411
518,Lapu-Lapu,578,675
518,Novaria,238,337
518,Valentina,390,413
518,Chou,305,304
518,Masha,566,578
518,Minotaur,257,253
518,Fredrinn,131,334
518,Claude,75,128
519,Lapu-Lapu,578,675
519,Fanny,586,411
519,Novaria,238,338
519,Valentina,390,413
519,Masha,565,578
519,Chou,305,305
519,Minotaur,258,250
519,Fredrinn,131,334
519,Claude,75,128
520,Fanny,586,411
520,Lapu-Lapu,578,676
520,Novaria,238,339
520,Valentina,390,413
520,Minotaur,257,253
520,Chou,304,305
520,Masha,564,578
520,Fredrinn,131,333
520,Claude,75,129
521,Fanny,586,411
521,Lapu-Lapu,579,677
521,Valentina,390,413
521,Novaria,239,341
521,Chou,302,306
521,Minotaur,258,250
521,Masha,562,578
521,Claude,75,129
521,Fredrinn,127,329
522,Fanny,586,411
522,Lapu-Lapu,579,678
522,Valentina,390,413
522,Novaria,239,341
522,Chou,302,307
522,Minotaur,258,250
522,Masha,561,577
522,Claude,75,129
522,Fredrinn,126,323
523,Fanny,586,411
523,Lapu-Lapu,580,679
523,Chou,301,307
523,Novaria,239,342
523,Valentina,390,413
523,Minotaur,260,251
523,Masha,560,577
523,Claude,75,129
523,Fredrinn,120,324
524,Fanny,586,411
524,Novaria,239,343
524,Chou,300,308
524,Lapu-Lapu,580,679
524,Valentina,390,413
524,Minotaur,260,250
524,Masha,560,577
524,Claude,75,129
524,Fredrinn,119,321
525,Fanny,586,411
525,Novaria,240,345
525,Lapu-Lapu,581,679
525,Valentina,391,413
525,Chou,299,309
525,Minotaur,260,250
525,Masha,558,577
525,Claude,75,129
525,Fredrinn,117,318
526,Fanny,586,411
526,Novaria,240,346
526,Lapu-Lapu,582,679
526,Valentina,390,413
526,Chou,299,309
526,Minotaur,261,251
526,Masha,557,578
526,Claude,74,130
526,Fredrinn,113,314
527,Fanny,586,411
527,Lapu-Lapu,583,679
527,Chou,299,310
527,Valentina,389,413
527,Novaria,240,346
527,Minotaur,260,251
527,Claude,73,131
527,Masha,557,578
527,Fredrinn,111,313
528,Fanny,587,410
528,Chou,298,310
528,Lapu-Lapu,583,678
528,Valentina,389,413
528,Novaria,239,347
528,Minotaur,260,251
528,Claude,73,131
528,Masha,556,578
528,Fredrinn,108,309
529,Fanny,587,409
529,Chou,297,310
529,Lapu-Lapu,583,678
529,Valentina,388,413
529,Minotaur,260,251
529,Novaria,239,348
529,Claude,72,132
529,Masha,556,578
529,Fredrinn,108,309
530,Chou,296,310
530,Fanny,587,409
530,Lapu-Lapu,583,677
530,Valentina,387,414
530,Minotaur,261,251
530,Novaria,240,349
530,Claude,72,133
530,Masha,555,579
530,Fredrinn,108,309
531,Chou,295,312
531,Lapu-Lapu,582,676
531,Fanny,588,410
531,Valentina,385,414
531,Minotaur,261,251
531,Novaria,240,350
531,Claude,71,134
531,Masha,554,579
531,Fredrinn,108,307
532,Lapu-Lapu,581,676
532,Chou,295,312
532,Fanny,588,410
532,Valentina,384,414
532,Minotaur,261,251
532,Novaria,240,351
532,Masha,553,580
532,Claude,70,134
532,Fredrinn,108,306
533,Lapu-Lapu,580,675
533,Fanny,587,409
533,Minotaur,261,251
533,Chou,294,313
533,Novaria,240,351
533,Valentina,383,414
533,Masha,551,580
533,Claude,70,135
533,Fredrinn,108,304
534,Lapu-Lapu,579,675
534,Fanny,586,409
534,Novaria,241,352
534,Chou,294,313
534,Minotaur,262,251
534,Valentina,383,414
534,Masha,551,581
534,Claude,69,136
534,Fredrinn,108,304
535,Lapu-Lapu,579,675
535,Fanny,586,409
535,Novaria,241,353
535,Valentina,381,414
535,Minotaur,262,251
535,Masha,550,581
535,Chou,293,314
535,Claude,69,137
535,Fredrinn,108,304
536,Lapu-Lapu,578,676
536,Fanny,588,411
536,Novaria,241,353
536,Minotaur,262,251
536,Valentina,380,414
536,Masha,549,581
536,Chou,293,314
536,Claude,69,137
536,Fredrinn,108,304
537,Lapu-Lapu,578,677
537,Fanny,587,411
537,Novaria,241,354
537,Minotaur,262,251
537,Valentina,378,414
537,Masha,548,582
537,Chou,291,315
537,Claude,68,137
537,Fredrinn,108,304
538,Fanny,587,412
538,Novaria,241,354
538,Lapu-Lapu,578,677
538,Minotaur,262,251
538,Masha,548,582
538,Valentina,378,414
538,Chou,291,315
538,Claude,67,139
538,Fredrinn,108,304
539,Fanny,587,411
539,Novaria,241,355
539,Lapu-Lapu,579,678
539,Minotaur,262,251
539,Masha,547,582
539,Valentina,376,414
539,Chou,291,316
539,Claude,67,139
539,Fredrinn,108,304
540,Fanny,588,411
540,Novaria,242,356
540,Lapu-Lapu,580,678
540,Minotaur,262,251
540,Valentina,377,414
540,Masha,544,582
540,Claude,66,139
540,Chou,291,317
540,Fredrinn,108,304
541,Fanny,586,410
541,Novaria,241,357
541,Lapu-Lapu,581,679
541,Valentina,376,414
541,Minotaur,262,251
541,Masha,543,582
541,Claude,65,140
541,Chou,290,317
541,Fredrinn,108,304
542,Fanny,587,410
542,Novaria,242,358
542,Lapu-Lapu,581,679
542,Minotaur,262,251
542,Valentina,375,414
542,Claude,64,140
542,Masha,542,582
542,Chou,291,318
542,Fredrinn,108,304
543,Fanny,588,411
543,Lapu-Lapu,582,679
543,Novaria,242,360
543,Minotaur,262,251
543,Valentina,374,414
543,Claude,63,140
543,Masha,541,583
543,Chou,290,319
543,Fredrinn,108,304
544,Fanny,588,411
544,Lapu-Lapu,583,679
544,Novaria,242,361
544,Minotaur,262,252
544,Valentina,374,413
544,Chou,289,319
544,Claude,63,141
544,Masha,540,583
544,Fredrinn,108,304
545,Fanny,588,411
545,Lapu-Lapu,583,678
545,Novaria,242,361
545,Minotaur,262,251
545,Claude,62,141
545,Chou,289,319
545,Valentina,374,412
545,Masha,540,583
545,Fredrinn,108,304
546,Fanny,588,411
546,Lapu-Lapu,584,677
546,Novaria,242,363
546,Chou,287,319
546,Minotaur,262,251
546,Claude,61,142
546,Valentina,373,411
546,Masha,539,583
546,Fredrinn,108,303
547,Fanny,588,411
547,Lapu-Lapu,583,675
547,Chou,286,319
547,Minotaur,263,251
547,Novaria,242,364
547,Claude,61,142
547,Valentina,373,411
547,Masha,538,584
547,Fredrinn,108,303
548,Fanny,589,411
548,Lapu-Lapu,582,675
548,Minotaur,262,252
548,Novaria,243,366
548,Chou,284,319
548,Claude,60,143
548,Valentina,373,411
548,Masha,537,584
548,Fredrinn,108,302
549,Fanny,588,411
549,Lapu-Lapu,581,675
549,Minotaur,263,251
549,Novaria,243,367
549,Chou,283,318
549,Valentina,373,411
549,Claude,61,144
549,Masha,537,585
549,Fredrinn,108,301
550,Fanny,588,411
550,Lapu-Lapu,581,675
550,Minotaur,262,251
550,Novaria,243,368
550,Valentina,373,411
550,Chou,282,319
550,Claude,60,145
550,Masha,535,585
550,Fredrinn,108,301
551,Fanny,588,410
551,Lapu-Lapu,580,675
551,Minotaur,262,251
551,Novaria,244,369
551,Valentina,373,411
551,Claude,62,145
551,Chou,280,318
551,Fredrinn,108,300
551,Masha,535,586
552,Fanny,588,410
552,Lapu-Lapu,579,675
552,Minotaur,263,251
552,Novaria,245,370
552,Valentina,373,411
552,Chou,279,318
552,Fredrinn,109,299
552,Masha,534,586
552,Claude,61,146
552,Wanwan,25,167
553,Fanny,588,410
553,Lapu-Lapu,579,676
553,Minotaur,263,251
553,Novaria,246,371
553,Valentina,373,411
553,Chou,277,317
553,Fredrinn,109,298
553,Claude,62,146
553,Masha,533,586
553,Wanwan,25,166
554,Fanny,588,410
554,Lapu-Lapu,579,676
554,Minotaur,263,251
554,Novaria,245,371
554,Valentina,373,411
554,Chou,277,318
554,Fredrinn,109,298
554,Masha,533,586
554,Claude,62,146
554,Wanwan,26,166
555,Fanny,588,411
555,Lapu-Lapu,579,678
555,Novaria,247,374
555,Minotaur,263,251
555,Chou,275,316
555,Valentina,373,411
555,Masha,532,586
555,Fredrinn,108,296
555,Wanwan,28,166
555,Claude,62,147
556,Fanny,588,411
556,Lapu-Lapu,580,679
556,Novaria,247,375
556,Minotaur,263,251
556,Chou,274,316
556,Valentina,373,411
556,Masha,530,587
556,Fredrinn,109,296
556,Wanwan,29,165
557,Fanny,588,410
557,Lapu-Lapu,581,679
557,Novaria,247,376
557,Minotaur,263,251
557,Chou,273,316
557,Valentina,373,411
557,Masha,529,587
557,Fredrinn,109,295
557,Wanwan,32,165
558,Fanny,588,410
558,Lapu-Lapu,582,680
558,Novaria,248,378
558,Minotaur,263,251
558,Valentina,373,411
558,Chou,272,316
558,Masha,528,588
558,Fredrinn,109,294
558,Wanwan,36,164
559,Fanny,588,410
559,Novaria,248,379
559,Lapu-Lapu,583,680
559,Chou,272,316
559,Valentina,373,411
559,Minotaur,262,251
559,Masha,527,588
559,Fredrinn,109,293
559,Wanwan,36,163
560,Fanny,588,410
560,Lapu-Lapu,583,680
560,Novaria,249,380
560,Valentina,373,411
560,Minotaur,262,251
560,Masha,526,588
560,Fredrinn,109,292
560,Chou,271,316
560,Wanwan,37,163
561,Fanny,588,410
561,Lapu-Lapu,583,679
561,Novaria,249,382
561,Valentina,373,411
561,Chou,270,316
561,Minotaur,263,251
561,Masha,524,588
561,Fredrinn,109,291
561,Wanwan,37,163
562,Fanny,588,410
562,Lapu-Lapu,584,679
562,Chou,269,316
562,Valentina,373,411
562,Novaria,249,383
562,Minotaur,260,252
562,Fredrinn,109,291
562,Masha,523,588
562,Wanwan,37,163
563,Fanny,587,410
563,Lapu-Lapu,584,679
563,Chou,268,316
563,Valentina,373,411
563,Novaria,249,384
563,Minotaur,260,252
563,Fredrinn,109,291
563,Masha,523,588
563,Wanwan,37,163
564,Fanny,587,410
564,Chou,266,315
564,Lapu-Lapu,584,678
564,Novaria,250,385
564,Valentina,374,411
564,Minotaur,260,251
564,Fredrinn,109,291
564,Masha,522,588
564,Wanwan,38,161
565,Fanny,587,410
565,Chou,266,315
565,Lapu-Lapu,585,678
565,Novaria,250,385
565,Valentina,374,411
565,Minotaur,260,251
565,Fredrinn,109,291
565,Masha,522,588
565,Wanwan,38,161
566,Fanny,587,410
566,Novaria,250,386
566,Lapu-Lapu,583,676
566,Chou,265,314
566,Valentina,374,411
566,Masha,521,590
566,Minotaur,260,251
566,Fredrinn,109,291
566,Wanwan,39,161
567,Fanny,587,410
567,Lapu-Lapu,582,676
567,Novaria,251,387
567,Chou,264,314
567,Valentina,374,411
567,Masha,520,590
567,Minotaur,260,251
567,Fredrinn,109,291
567,Wanwan,38,162
568,Fanny,587,410
568,Lapu-Lapu,582,675
568,Novaria,252,387
568,Valentina,374,411
568,Chou,264,314
568,Masha,519,591
568,Minotaur,260,251
568,Fredrinn,109,291
568,Wanwan,38,162
569,Fanny,587,411
569,Lapu-Lapu,581,675
